测试报告	kazumi_all
生成时间	20260630_164201_464
关键词	孤独摇滚
黑盒报告	kazumi.1ani	源文件=block-kazumi-1ani.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.233dm	源文件=block-kazumi-233dm.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.295yhw	源文件=block-kazumi-295yhw.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.7sefun	源文件=kazumi-7sefun.js	资产状态=启用	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.80tv	源文件=block-kazumi-80tv.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.9ciyuan	源文件=kazumi-9ciyuan.js	资产状态=启用	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.aafun	源文件=block-kazumi-aafun.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.akianime	源文件=block-kazumi-akianime.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.anfuns	源文件=block-kazumi-anfuns.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.anime7	源文件=kazumi-anime7.js	资产状态=启用	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.ant	源文件=kazumi-ant.js	资产状态=启用	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.aowu	源文件=block-kazumi-aowu.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.baimao	源文件=kazumi-baimao.js	资产状态=启用	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.bf	源文件=block-kazumi-bf.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.bobodm	源文件=block-kazumi-bobodm.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.brovod	源文件=block-kazumi-brovod.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
黑盒报告	kazumi.ciyuancheng	源文件=block-kazumi-ciyuancheng.js	资产状态=block	首页=跳过	首页标签=	首页数量=0	首页标题有效=否	首页封面有效=否	首页首个标题=	首页首个封面=	首页备注=	搜索=跳过	详情=跳过	播放=跳过	标题匹配=否	封面匹配=否	搜索标题=	详情标题=	搜索封面=	详情封面=	播放线路=	剧集=	剧集ID=	播放页=	Legacy解析=false	播放超时=30000	播放地址=	视频=跳过	视频说明=	错误=load: source was not loaded
